quote,Father,Mother,Wife,Husband,Boyfriend,Girlfriend,Son,Daughter,Grandfather,Grandmother,Friend,Boss,Best-Friend,Happy,Funny,Rhyming_Poem,Short_and_Simple,Heartfelt,Inspirational,Professional,wish_id
"Friend true with heart so kind, a better one none could find. Your birthday brings a chance to say, you brighten life in every way. Happy wishes, pure and bright, your friendship fills my world with light!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,115
"Boss, your journey through professional challenges demonstrates exceptional leadership qualities. The obstacles you've navigated with grace remind us that with vision and determination, any challenge can become an opportunity for organizational growth. Happy birthday to a leader who inspires excellence!",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,116
"Best friend, happy birthday! May your special day be absolutely perfect!",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,117
"Dad, happy birthday! I've calculated that you've told the same three jokes approximately 847 times in my lifetime! Your commitment to the classics despite zero laughs is truly inspiring—or concerning, depending on how you look at it!",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,118
"Mom, your journey through life's challenges has shown remarkable resilience and strength of character. The grace with which you've navigated difficult seasons reminds me that our greatest growth often comes through our greatest struggles. Happy birthday to a woman whose courage inspires everyone around her!",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,119
"Wife sweet with heart so true, my life began when I found you. Your birthday brings a chance to say, I fall more in love with each new day. Happy wishes, pure and bright, you fill our home with love and light!",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,120
"Husband, I would like to formally recognize your significant contributions to our household efficiency and express appreciation for your strategic approach to our partnership. Your consistent support continues to enhance our family dynamics and long-term objectives. Happy birthday.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,121
"Boyfriend, your birthday gives me a chance to thank you for the countless ways your presence has enriched my life. The laughter we've shared during our adventures, the comfort of your embrace during difficult moments, the dreams we've created together—these gifts have made my world immeasurably richer.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,122
"Girlfriend, happy birthday! After careful observation, I've concluded that your getting-ready time is directly proportional to the importance of the event... which means for my family gatherings, you're practically ready before I even mention them!",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,123
"Son, as you celebrate another year of life, I'm inspired by how you consistently transform challenges into opportunities for growth. Your journey reminds me that with determination and courage, any obstacle can be overcome. Happy birthday to my greatest inspiration!",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,124
"Daughter dear with smile so bright, you fill our home with pure delight. Your birthday brings a chance to say, you're cherished more with each new day. Happy wishes, warm and true, no daughter's loved as much as you!",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,125
"Grandpa, I would like to formally acknowledge your exceptional leadership and express appreciation for your strategic approach to family guidance. Your consistent wisdom and wealth of experience continue to benefit multiple generations. Happy birthday.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,126
"Grandma, happy birthday! I've noticed your selective memory has reached impressive levels—you conveniently forget where you put your glasses but remember exactly what I promised to do three months ago! Your memory truly works in mysterious ways!",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,127
"Friend, your birthday reminds me of how blessed I am to share life with someone whose heart is as beautiful as their smile. Your kindness to strangers, your patience during difficult times, your joy in simple pleasures—these qualities make every day with you a gift.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,128
"Boss firm with standards high, your leadership helps us all fly. Your birthday brings a chance to say, you guide our team in the finest way. Happy wishes, clear and bright, your vision gives our work its light!",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,129
"Best friend, as you celebrate another trip around the sun, I'm inspired by how you consistently transform challenges into opportunities for growth. Your journey reminds me that our greatest limitations are often self-imposed. May this birthday mark the beginning of a year filled with beautiful discoveries!",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,130
"Dad, your birthday gives me a chance to thank you for the incredible foundation you've built in my life. The values you've taught through both word and example, the work ethic you've demonstrated daily, the faith you've lived authentically—these gifts continue to shape who I am becoming.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,131
"Mom, I would like to formally acknowledge your exceptional household management capabilities and strategic approach to family development. Your organizational efficiency has established systems that continue to benefit all family members. Happy birthday.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,132
"Wife, happy birthday! Just wanted to say that I love you more than words can express!",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,133
"Husband, happy birthday! After years of observation, I've noticed your definition of 'helping with cleaning' means moving items from one location to another without actually putting them away! Your talent for creative reorganization continues to baffle household organization experts!",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,134
"Boyfriend true with heart so kind, a better man none could find. Your birthday brings a chance to say, I'm thankful for you every day. Happy wishes, warm and bright, you fill my world with pure delight!",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,135
"Girlfriend, your journey through recent challenges has demonstrated remarkable resilience and strength of character. The grace with which you've faced difficulties reminds me that our greatest growth often comes through our most painful seasons. Happy birthday to someone whose courage inspires everyone around her!",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,136
"Son, I would like to formally acknowledge your exceptional progress this year and express appreciation for your strategic approach to personal development. Your consistent efforts continue to enhance your future trajectory. Happy birthday.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,137
"Daughter, your birthday gives me a chance to thank you for the countless ways you've brought joy to our family. From your first steps to your latest achievements, from bedtime stories to heart-to-heart talks—each stage has been a privilege to witness. Happy birthday to the light of our home.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,138
"Grandpa sweet with wisdom deep, your stories are ones we keep. Your birthday brings a chance to say, you're cherished more with each new day. Happy wishes, pure and bright, your guidance is our guiding light!",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,139
"Grandma, as you celebrate another year of life, I'm inspired by how you consistently turn ordinary moments into extraordinary memories. Your journey reminds me that life's greatest joys are often found in its simplest pleasures. Happy birthday to a woman whose spirit brightens everyone around her!",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,140
"Friend, happy birthday! Have a wonderful day filled with everything that makes you happy!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,141
"Boss, your birthday gives me an opportunity to express my appreciation for your exceptional leadership. Your ability to balance professional standards with personal understanding creates a work environment where excellence flourishes naturally. Happy birthday to a truly outstanding leader.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,142
"Best friend, happy birthday! I've been analyzing our friendship metrics, and the data indicates you've endured approximately 94.7% of my ridiculous ideas without complaint! Your tolerance for my nonsense deserves scientific study—and celebration!",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,143
"Dad wise with counsel true, my life is better because of you. Your birthday brings a chance to say, your guidance helps me find my way. Happy wishes, warm and bright, your wisdom is my guiding light!",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,144
"Mom, your birthday reminds me of how blessed I am to call you mine. The unconditional love you've extended through every season of my life, the sacrifices you've made without complaint, the strength you've demonstrated during difficult times—these gifts have shaped who I am in countless ways.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,145
"Wife, as you celebrate another trip around the sun, I'm inspired by how you consistently transform everyday moments into extraordinary memories. Your journey reminds me that life's greatest joys are often found in its simplest pleasures. Happy birthday to the woman who makes our house a home!",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,146
"Husband, your birthday gives me a chance to express how deeply your love has impacted my life. The safety I feel in your presence, the joy your laughter brings to ordinary moments, the understanding in your eyes when words fail me—these gifts make every day with you precious.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,147
"Boyfriend, I would like to formally acknowledge your exceptional interpersonal capabilities and strategic approach to our relationship. Your consistent support and analytical problem-solving continue to enhance our partnership dynamics. Happy birthday.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,148
"Girlfriend sweet with heart so true, a better partner none could find. Your birthday brings a chance to say, you brighten life in every way. Happy wishes, warm and bright, you fill my world with purest light!",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,149
"Son, happy birthday! After years of observation, I've concluded that your ability to hear 'dinner's ready' is inversely proportional to how far you are from the kitchen! Fascinating how you can hear your name whispered from another room but miss repeated dinner calls!",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,150
"Daughter, your journey through recent challenges has shown remarkable resilience and strength of character. The obstacles you've overcome with grace remind me that our greatest growth often comes through our most difficult seasons. Happy birthday to a young woman whose courage inspires everyone around her!",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,151
"Grandpa, your birthday reminds me of the incredible legacy you continue to build in our family. The wisdom you've shared through both word and example, the character you've demonstrated through every season, the love you've extended unconditionally—these gifts have shaped generations in countless ways.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,152
"Grandma dear with love so pure, your wisdom guides us and endures. Your birthday brings a chance to share, how much your love beyond compare. Happy wishes, sweet and true, no grandma's loved as much as you!",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,153
"Friend, I would like to formally acknowledge your exceptional interpersonal capabilities and strategic approach to relationship development. Your consistent support and organizational efficiency continue to enhance our friendship dynamics. Happy birthday.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,154
